customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
7833-PKIHD,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No
7061-OVMIM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5153-RTHKF,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
1852-QSWCD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4832-VRBMR,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
9079-LWTFD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No
6356-ELRKD,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes
8624-GIOUT,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes
3392-EHMNK,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No
5986-WWXDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3061-BCKYI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6179-GJPSO,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes
7901-TBKJX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
7228-PAQPD,Yes,No,DSL,No,No,No,Yes,No,Yes,No
3177-LASXD,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
7746-QYVCO,Yes,No,DSL,Yes,Yes,No,No,No,No,No
5804-HYIEZ,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
9919-FZDED,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No
5934-TSSAU,Yes,No,Fiber optic,No,No,Yes,No,No,No,No
3486-KHMLI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4897-QSUYC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
1084-UQCHV,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
8290-YWKHZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
2955-BJZHG,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
3806-DXQOM,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes
6784-XYJAE,Yes,Yes,DSL,No,No,Yes,No,No,No,No
3933-DQPWX,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No
6661-EIPZC,No,No phone service,DSL,No,No,No,Yes,No,No,No
8957-THMOA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2251-PYLPB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
5555-RNPGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1057-FOGLZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9300-RENDD,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
0761-AETCS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
8087-LGYHQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,No
4137-BTIKL,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,No
2190-BCXEC,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No
6227-FBDXH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
2153-MREFK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes
2911-WDXMV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
7206-PQBBZ,Yes,No,Fiber optic,No,No,No,No,No,No,No
3106-ULWFW,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
0925-VYDLG,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
4547-FZJWE,Yes,No,DSL,Yes,No,No,No,No,Yes,No
7422-WNBTY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No
0842-IWYCP,Yes,No,DSL,No,No,No,No,No,No,No
3521-HTQTV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3744-ZBHON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3373-DIUUN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8383-SGHJU,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No
7607-QKKTJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No
7707-PYBBH,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No
8984-HPEMB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
4349-GFQHK,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes
4139-DETXS,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9779-DPNEJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
9805-FILKB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5793-YOLJN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0673-IGUQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4123-FCVCB,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No
8819-IMISP,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,No
7802-EFKNY,No,No phone service,DSL,No,No,No,No,No,No,Yes
8311-UEUAB,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No
5858-EAFCZ,Yes,No,DSL,No,No,No,No,No,No,No
8035-BUYVG,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes
1163-ONYEY,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No
9787-XVQIU,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
8945-MUQUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes
5656-MJEFC,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,No
6082-OQFBA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8051-HJRLT,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
8974-OVACP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4010-YLMVT,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
1379-FRVEB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No
8612-GXIDD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6288-CHQJB,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No
8160-HOWOX,Yes,No,DSL,No,No,No,No,Yes,Yes,No
3023-GFLBR,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
6648-INWPS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4223-BKEOR,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No
4079-VTGLK,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No
1763-WQFUK,Yes,No,DSL,No,No,No,Yes,No,No,No
1391-UBDAR,Yes,No,Fiber optic,No,No,Yes,No,No,No,No
8894-JVDCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2023-VQFDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1345-GKDZZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2014-MKGMH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
5628-FCGYG,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No
2560-WBWXF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0248-IPDFW,Yes,Yes,DSL,No,No,No,No,No,No,No
7978-DKUQH,Yes,No,Fiber optic,No,No,Yes,No,No,No,No
4335-UPJSI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0524-IAVZO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
2737-YNGYW,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes
1784-EZDKJ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
9297-FVVDH,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No
8007-YYPWD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7101-HRBLJ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5159-YFPKQ,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes
6635-CPNUN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
4021-RQSNY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
5453-YBTWV,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No
5039-LZRQT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2931-VUVJN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No
9061-TIHDA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
8699-ASUFO,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
6418-PIQSP,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
8220-OCUFY,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No
3995-WFCSM,Yes,No,DSL,No,No,Yes,No,No,Yes,No
1895-QTKDO,Yes,No,DSL,No,No,No,No,No,No,No
2038-OEQZH,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No
1178-PZGAB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7927-AUXBZ,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes
2626-VEEWG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2878-RMWXY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
1657-DYMBM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7311-MQJCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7375-WMVMT,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No
1136-XGEQU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
2530-FMFXO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
6844-DZKRF,Yes,No,DSL,No,No,No,Yes,No,No,No
4695-WJZUE,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes
7619-ODSGN,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes
5970-GHJAW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8879-XUAHX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
3689-MOZGR,No,No phone service,DSL,No,No,No,Yes,No,No,No
4195-PNGZS,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5003-XZWWO,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
3988-RQIXO,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
7622-FWGEW,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
6922-NCEDI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2514-GINMM,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
9891-NQDBD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6131-IUNXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8548-AWOFC,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No
9798-DRYDS,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No
8532-UEFWH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6296-DDOOR,Yes,No,DSL,No,Yes,No,No,Yes,No,No
7951-VRDVK,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5931-FLJJF,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4815-YOSUK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No
2659-VXMWZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes
0380-NEAVX,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
3207-OYBWH,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes
4285-GYRQC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes
7216-EWTRS,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
4365-MSDYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7036-TYDEC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
5802-ADBRC,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
8076-FEZKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5197-YPYBZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8337-MSSXB,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes
4312-GVYNH,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No
8495-LJDFO,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
0839-JTCUD,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
5494-WOZRZ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No
1302-UHBDD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
2234-EOFPT,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No
8619-IJNDK,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No
8378-LKJAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
8182-BJDSI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
2528-HFYZX,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes
1153-GNOLC,No,No phone service,DSL,No,Yes,No,No,Yes,No,No
3298-QEICA,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
0788-DXBFY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3597-YASZG,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
3496-LFSZU,Yes,No,Fiber optic,No,No,No,No,No,No,No
5242-UOWHD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2482-CZGBB,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
6479-SZPLM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8097-VBQTZ,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No
4500-HKANN,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No
9917-KWRBE,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No
3420-ZDBMA,Yes,No,Fiber optic,No,No,No,No,No,No,No
2212-LYASK,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,No
1393-IMKZG,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No
8069-RHUXK,No,No phone service,DSL,Yes,No,No,Yes,No,No,No
3398-GCPMU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
2908-WGAXL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3378-AJRAO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1013-QCWAM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
0866-QLSIR,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes
6050-FFXES,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
7181-BQYBV,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes
0362-RAOQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9554-DFKIC,Yes,Yes,DSL,Yes,No,No,No,No,No,No
5527-ACHSO,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No
0829-DDVLK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1399-UBQIU,Yes,No,DSL,No,No,Yes,No,Yes,Yes,No
1813-JLKWR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0336-PIKEI,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No
7322-OCWHC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No
9537-VHDTA,Yes,No,DSL,Yes,No,No,No,No,No,No
4957-TIALW,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No
2054-PJOCK,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No
9150-HEPMB,Yes,No,DSL,Yes,No,Yes,No,No,No,No
9030-QGZNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6204-IEUXJ,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Yes
3126-WQMGH,Yes,Yes,DSL,No,No,No,No,No,No,No
4529-CKBCL,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes
2506-CLAKW,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes
7176-WRTNX,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
1583-IHQZE,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
5732-IKGQH,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
9239-GZHZE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
7205-BAIAD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0151-ONTOV,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4140-MUHUG,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes
0093-EXYQL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
8064-RAVOH,Yes,No,DSL,No,No,Yes,No,No,No,No
0219-QAERP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0320-JDNQG,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes
7180-PISOG,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes
9168-INPSZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
3571-RFHAR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
0015-UOCOJ,Yes,No,DSL,Yes,No,No,No,No,No,No
5334-AFQJB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2754-SDJRD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No
9578-VRMNM,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes
1587-FKLZB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
6140-QNRQQ,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
8963-JLGJT,Yes,No,DSL,Yes,No,Yes,No,No,No,No
4307-KTUMW,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Yes
1465-LNTLJ,Yes,No,DSL,No,No,Yes,Yes,No,Yes,No
5440-FLBQG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
2135-DQWAQ,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No
4056-QHXHZ,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
7470-MCQTK,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes
7488-MXJIV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Yes
7401-JIXNM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9339-FIIJL,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No
2027-FECZV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
2672-DZUOY,No,No phone service,DSL,No,No,No,No,No,No,Yes
4706-DGAHW,Yes,No,DSL,No,No,No,No,No,No,No
3870-MQAMG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes
6670-MFRPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No
6177-PEVRA,Yes,No,DSL,Yes,Yes,No,No,No,No,No
4800-CZMPC,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes
4813-HQMGZ,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
7579-KKLOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
7377-DMMRI,Yes,No,DSL,Yes,No,No,No,No,No,Yes
8402-EIVQS,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No
4947-DSMXK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
7245-NIIWQ,Yes,No,Fiber optic,No,No,No,No,No,No,No
0002-ORFBO,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No
3324-OIRTO,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No
5414-OFQCB,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No
4967-WPNCF,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
8552-OBVRU,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No
8499-BRXTD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9154-QDGTH,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
8197-BFWVU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
2577-GVSIL,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No
9367-OIUXP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6770-UAYGJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6463-HHXJR,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
7928-VJYAB,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No
1187-WILMM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9776-OJUZI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No
1306-RPWXZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8949-JTMAY,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
2774-LVQUS,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes
3097-PYWXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2266-SJNAT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
0869-PAPRP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No
4238-JSSWH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
2972-YDYUW,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No
1104-FEJAM,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No
2809-ILCYT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5499-ECUTN,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No
4981-FLTMF,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No
9121-PHQSR,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
3113-IWHLC,Yes,No,DSL,Yes,No,Yes,No,No,No,No
3211-ILJTT,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
4612-THJBS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
4277-BWBML,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4094-NSEDU,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
0234-TEVTT,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,No
4304-TSPVK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
1552-AAGRX,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No
2637-FKFSY,Yes,No,DSL,No,No,No,No,No,No,No
9796-MVYXX,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No
7874-ECPQJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0020-INWCK,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No
7089-RKVSZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2683-JXWQQ,No,No phone service,DSL,Yes,No,Yes,No,No,No,No
9548-ZMVTX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,No
8739-XNIKG,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No
9755-JHNMN,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No
3981-QSVQI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2789-HQBOU,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
9424-CMPOG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5067-WJEUN,Yes,No,DSL,Yes,Yes,No,No,No,No,No
3450-WXOAT,Yes,No,DSL,No,No,No,No,No,No,No
9251-WNSOD,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No
6974-DAFLI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2616-UUTFK,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No
7064-JHXCE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5103-MHMHY,Yes,No,DSL,No,No,No,No,No,No,Yes
7989-AWGEH,No,No phone service,DSL,Yes,No,No,No,No,Yes,No
4373-VVHQL,Yes,No,DSL,No,No,No,No,No,No,No
4559-UWIHT,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,No
7268-IGMFD,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No
1846-XWOQN,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
